"Fiyat","Oda Sayısı","Bulunduğu Kat","Brüt Metrekare","Binanın Yaşı","Binanın Kat Sayısı","Sehir","Ilce"
"3300000","4","4","150","21 Ve Üzeri","5","İstanbul","Bahçelievler"
"2300000","4","2","110","21 Ve Üzeri","5","İstanbul","Bahçelievler"
"1800000","3","4","100","21 Ve Üzeri","5","İstanbul","Bahçelievler"
"3850000","3","4","100","5-10","7","İstanbul","Bahçelievler"
"1250000","3","1","80","21 Ve Üzeri","4","İstanbul","Bahçelievler"
"2030000","3","3","98","21 Ve Üzeri","4","İstanbul","Bahçelievler"
"3600000","3","4","85","3","5","İstanbul","Bahçelievler"
"3850000","4","2","125","5-10","3","İstanbul","Bahçelievler"
"3100000","3","3","100","5-10","5","İstanbul","Bahçelievler"
"3100000","3","1","110","21 Ve Üzeri","5","İstanbul","Bahçelievler"
"2700000","5","4","170","21 Ve Üzeri","4","İstanbul","Bahçelievler"
"1650000","3","3","85","21 Ve Üzeri","4","İstanbul","Bahçelievler"
"2000000","3","3","85","21 Ve Üzeri","5","İstanbul","Bahçelievler"
"1500000","3","1","80","21 Ve Üzeri","5","İstanbul","Bahçelievler"
"2100000","4","5","125","21 Ve Üzeri","5","İstanbul","Bahçelievler"
"2470000","3","2","85","11-15","4","İstanbul","Bahçelievler"
"2050000","3","1","80","11-15","4","İstanbul","Bahçelievler"
"2850000","3","3","85","3","5","İstanbul","Bahçelievler"
"1750000","3","1","100","21 Ve Üzeri","5","İstanbul","Bahçelievler"
"1550000","3","1","85","5-10","4","İstanbul","Bahçelievler"
"2500000","3","4","105","21 Ve Üzeri","6","İstanbul","Bahçelievler"
"2300000","4","1","95","21 Ve Üzeri","5","İstanbul","Bahçelievler"
"2000000","3","1","80","4","5","İstanbul","Bahçelievler"
"2280000","3","2","90","21 Ve Üzeri","4","İstanbul","Bahçelievler"
"2000000","3","1","80","4","5","İstanbul","Bahçelievler"
"2500000","4","4","127","21 Ve Üzeri","4","İstanbul","Bahçelievler"
"5250000","4","1","165","21 Ve Üzeri","4","İstanbul","Bahçelievler"
"3600000","3","3","100","5-10","6","İstanbul","Bahçelievler"
"1875000","4","1","150","11-15","5","İstanbul","Bahçelievler"
"2500000","3","4","90","21 Ve Üzeri","4","İstanbul","Bahçelievler"
"8450000","4","4","175","0 (Yeni)","10","İstanbul","Bahçelievler"
"2800000","3","1","100","21 Ve Üzeri","5","İstanbul","Bahçelievler"
"3150000","4","3","110","21 Ve Üzeri","5","İstanbul","Bahçelievler"
"2480000","3","3","85","11-15","4","İstanbul","Bahçelievler"
"3020000","4","4","120","4","4","İstanbul","Bahçelievler"
"2950000","3","4","92","5-10","5","İstanbul","Bahçelievler"
"2895000","4","1","100","5-10","2","İstanbul","Bahçelievler"
"2450000","3","2","100","21 Ve Üzeri","4","İstanbul","Bahçelievler"
"1245000","3","0","95","21 Ve Üzeri","10","İstanbul","Bahçelievler"
"1800000","3","1","90","21 Ve Üzeri","3","İstanbul","Bahçelievler"
"2750000","4","1","130","21 Ve Üzeri","5","İstanbul","Bahçelievler"
"3650000","4","3","160","21 Ve Üzeri","5","İstanbul","Bahçelievler"
"6250000","3","1","100","0 (Yeni)","4","İstanbul","Bahçelievler"
"4500000","5","6","145","5-10","6","İstanbul","Bahçelievler"
"1650000","3","3","85","21 Ve Üzeri","5","İstanbul","Bahçelievler"
"2050000","3","5","110","16-20","5","İstanbul","Bahçelievler"
"9000000","3","3","125","0 (Yeni)","4","İstanbul","Bahçelievler"
"2350000","3","1","90","11-15","4","İstanbul","Bahçelievler"
"3900000","4","1","115","5-10","4","İstanbul","Bahçelievler"
"3000000","7","3","250","21 Ve Üzeri","3","İstanbul","Bahçelievler"
"4500000","4","4","140","0 (Yeni)","5","İstanbul","Bahçelievler"
"5800000","5","5","160","0 (Yeni)","5","İstanbul","Bahçelievler"
"2300000","4","1","120","21 Ve Üzeri","5","İstanbul","Bahçelievler"
"2195000","3","1","90","21 Ve Üzeri","5","İstanbul","Bahçelievler"
"4150000","3","0","85","3","4","İstanbul","Bahçelievler"
"2000000","2","1","70","0 (Yeni)","4","İstanbul","Bahçelievler"
"2250000","3","1","75","0 (Yeni)","4","İstanbul","Bahçelievler"
"3390000","3","3","95","5-10","5","İstanbul","Bahçelievler"
"5750000","4","2","115","11-15","5","İstanbul","Bahçelievler"
"2800000","4","1","120","11-15","6","İstanbul","Bahçelievler"
"2450000","3","1","90","5-10","5","İstanbul","Bahçelievler"
"1880000","3","3","100","21 Ve Üzeri","4","İstanbul","Bahçelievler"
"2870000","3","2","100","11-15","4","İstanbul","Bahçelievler"
"2500000","3","3","90","5-10","4","İstanbul","Bahçelievler"
"2450000","3","2","105","21 Ve Üzeri","5","İstanbul","Bahçelievler"
"2600000","3","3","75","3","5","İstanbul","Bahçelievler"
"2479000","3","1","85","4","5","İstanbul","Bahçelievler"
"2760000","3","5","90","11-15","5","İstanbul","Bahçelievler"
"11675000","4","8","117","5-10","8","İstanbul","Bahçelievler"
"2850000","4","3","120","21 Ve Üzeri","5","İstanbul","Bahçelievler"
"1800000","2","1","75","0 (Yeni)","5","İstanbul","Bahçelievler"
"1950000","3","1","85","11-15","4","İstanbul","Bahçelievler"
"2700000","4","1","115","0 (Yeni)","5","İstanbul","Bahçelievler"
"10350000","3","13","136","0 (Yeni)","16","İstanbul","Bahçelievler"
"2390000","3","3","110","21 Ve Üzeri","6","İstanbul","Bahçelievler"
"15000000","5","2","140","4","3","İstanbul","Bahçelievler"
"2300000","4","3","120","21 Ve Üzeri","6","İstanbul","Bahçelievler"
"3800000","4","5","170","21 Ve Üzeri","6","İstanbul","Bahçelievler"
"2080000","3","2","90","21 Ve Üzeri","5","İstanbul","Bahçelievler"
"2470000","3","2","85","11-15","4","İstanbul","Bahçelievler"
"3360000","6","4","170","16-20","4","İstanbul","Bahçelievler"
"2500000","4","4","125","11-15","4","İstanbul","Bahçelievler"
"2200000","4","1","125","21 Ve Üzeri","5","İstanbul","Bahçelievler"
"5250000","3","4","100","11-15","5","İstanbul","Bahçelievler"
"2400000","3","1","105","21 Ve Üzeri","5","İstanbul","Bahçelievler"
"1800000","3","1","95","21 Ve Üzeri","5","İstanbul","Bahçelievler"
"3020000","4","4","120","4","4","İstanbul","Bahçelievler"
"7000000","6","4","170","5-10","5","İstanbul","Bahçelievler"
"2670000","3","1","95","5-10","5","İstanbul","Bahçelievler"
"4650000","5","4","180","0 (Yeni)","4","İstanbul","Bahçelievler"
"5600000","2","17","85","1","25","İstanbul","Bahçelievler"
"2900000","3","2","90","5-10","5","İstanbul","Bahçelievler"
"1675000","3","1","70","5-10","5","İstanbul","Bahçelievler"
"1995000","3","1","85","11-15","2","İstanbul","Bahçelievler"
"14500000","8","4","200","0 (Yeni)","4","İstanbul","Bahçelievler"
"1800000","3","3","105","21 Ve Üzeri","6","İstanbul","Bahçelievler"
"3000000","4","5","120","21 Ve Üzeri","5","İstanbul","Bahçelievler"
"3150000","3","2","100","0 (Yeni)","5","İstanbul","Bahçelievler"
"3150000","3","2","100","0 (Yeni)","5","İstanbul","Bahçelievler"
"1680000","3","1","85","16-20","4","İstanbul","Bahçelievler"
"8650000","3","3","100","0 (Yeni)","5","İstanbul","Bahçelievler"
"2580000","3","2","85","5-10","4","İstanbul","Bahçelievler"
"1300000","3","1","85","21 Ve Üzeri","5","İstanbul","Bahçelievler"
"1500000","3","0","100","21 Ve Üzeri","5","İstanbul","Bahçelievler"
"7750000","4","1","120","0 (Yeni)","4","İstanbul","Bahçelievler"
"5500000","4","8","110","0 (Yeni)","10","İstanbul","Bahçelievler"
"3500000","4","5","140","21 Ve Üzeri","5","İstanbul","Bahçelievler"
"5980000","4","3","130","1","5","İstanbul","Bahçelievler"
"1880000","3","3","100","21 Ve Üzeri","4","İstanbul","Bahçelievler"
"4450000","2","13","55","1","18","İstanbul","Bahçelievler"
"2100000","3","1","88","21 Ve Üzeri","5","İstanbul","Bahçelievler"
"1365000","2","1","65","5-10","4","İstanbul","Bahçelievler"
"2450000","3","5","70","0 (Yeni)","5","İstanbul","Bahçelievler"
"2750000","3","2","90","5-10","4","İstanbul","Bahçelievler"
"5350000","3","8","115","0 (Yeni)","12","İstanbul","Bahçelievler"
"4500000","3","4","90","21 Ve Üzeri","5","İstanbul","Bahçelievler"
"2550000","3","2","90","5-10","4","İstanbul","Bahçelievler"
"1590000","3","2","75","21 Ve Üzeri","4","İstanbul","Bahçelievler"
"1325000","3","1","80","11-15","4","İstanbul","Bahçelievler"
"2850000","3","5","82","21 Ve Üzeri","5","İstanbul","Bahçelievler"
"1550000","4","2","120","21 Ve Üzeri","3","İstanbul","Bahçelievler"
"2500000","3","1","70","21 Ve Üzeri","5","İstanbul","Bahçelievler"
"1255000","3","1","75","21 Ve Üzeri","4","İstanbul","Bahçelievler"
"7750000","4","1","120","0 (Yeni)","3","İstanbul","Bahçelievler"
"2200000","4","5","140","21 Ve Üzeri","5","İstanbul","Bahçelievler"
"3300000","3","3","120","3","5","İstanbul","Bahçelievler"
"7500000","6","5","210","0 (Yeni)","5","İstanbul","Bahçelievler"
"1450000","3","0","80","21 Ve Üzeri","5","İstanbul","Bahçelievler"
"4325000","6","4","190","5-10","4","İstanbul","Bahçelievler"
"2550000","3","3","90","11-15","5","İstanbul","Bahçelievler"
"4500000","4","0","130","21 Ve Üzeri","4","İstanbul","Bahçelievler"
"2900000","4","4","110","21 Ve Üzeri","5","İstanbul","Bahçelievler"
"2870000","3","2","100","11-15","4","İstanbul","Bahçelievler"
"1250000","2","1","75","11-15","4","İstanbul","Bahçelievler"
"1250000","2","1","75","11-15","4","İstanbul","Bahçelievler"
"3085000","4","1","140","21 Ve Üzeri","5","İstanbul","Bahçelievler"
"1700000","2","1","65","5-10","4","İstanbul","Bahçelievler"
"4500000","3","1","90","0 (Yeni)","4","İstanbul","Bahçelievler"
"1700000","2","1","60","0 (Yeni)","5","İstanbul","Bahçelievler"
"5800000","4","5","125","1","5","İstanbul","Bahçelievler"
"2850000","3","3","90","0 (Yeni)","5","İstanbul","Bahçelievler"
"1900000","3","1","90","21 Ve Üzeri","4","İstanbul","Bahçelievler"
"4500000","4","1","140","0 (Yeni)","5","İstanbul","Bahçelievler"
"2000000","3","3","90","21 Ve Üzeri","4","İstanbul","Bahçelievler"
"2850000","3","2","105","5-10","4","İstanbul","Bahçelievler"
"6000000","4","2","115","0 (Yeni)","5","İstanbul","Bahçelievler"
"1745000","3","0","77","16-20","5","İstanbul","Bahçelievler"
"2580000","3","2","85","5-10","4","İstanbul","Bahçelievler"
"3200000","3","2","85","4","5","İstanbul","Bahçelievler"
"3250000","4","1","110","21 Ve Üzeri","6","İstanbul","Bahçelievler"
"2750000","3","2","85","21 Ve Üzeri","5","İstanbul","Bahçelievler"
"5650000","4","1","130","21 Ve Üzeri","4","İstanbul","Bahçelievler"
"7750000","4","1","120","0 (Yeni)","4","İstanbul","Bahçelievler"
"2100000","3","1","95","21 Ve Üzeri","5","İstanbul","Bahçelievler"
"1700000","3","1","75","11-15","4","İstanbul","Bahçelievler"
"2000000","4","3","120","21 Ve Üzeri","5","İstanbul","Bahçelievler"
"1745000","3","1","85","16-20","5","İstanbul","Bahçelievler"
"5250000","3","4","90","11-15","5","İstanbul","Bahçelievler"
"1990000","3","3","90","21 Ve Üzeri","5","İstanbul","Bahçelievler"
"1365000","3","3","90","0 (Yeni)","4","İstanbul","Bahçelievler"
"5100000","4","5","110","21 Ve Üzeri","10","İstanbul","Bahçelievler"
"1650000","3","2","85","21 Ve Üzeri","4","İstanbul","Bahçelievler"
"3550000","4","3","120","5-10","5","İstanbul","Bahçelievler"
"6700000","3","2","122","5-10","6","İstanbul","Bahçelievler"
"11000000","4","3","177","11-15","5","İstanbul","Bahçelievler"
"3550000","4","3","120","5-10","5","İstanbul","Bahçelievler"
"2895000","3","1","120","11-15","2","İstanbul","Bahçelievler"
"2600000","3","3","80","3","4","İstanbul","Bahçelievler"
"5350000","4","2","130","0 (Yeni)","5","İstanbul","Bahçelievler"
"4750000","3","1","120","21 Ve Üzeri","4","İstanbul","Bahçelievler"
